Id,Review,Label
272,Very boring,1
273,"Easiest accounting common sense. If you ever took acct , this will be a wasting of time.",1
274,"While each of the Business Analytics courses have been terrific in their own way, Accounting Analytics was the most challenging and most enjoyable. Accounting + clear information + dogs + sense of fun = a great course. Thank you!",5
275,Extremely useful! I recommend it :),5
276,Very interesting course!,5
277,Content very clear and explained by the professors.,4
278,Brain Bushee's videos are really impressive. Some areas are too technical for a beginner to understand. The rest of the material provide good understanding...,4
279,"Excellent course, professor Bushee always delivers such great explanations.",5
280,I really appreciate this instructor!! He is so considerate!,5
281,Great course!,5
282,Very interesting and provocative course. It will help you to receive additional knowledge which is very valuable.,5
283,"Bushee was fantastic! Ittner was fine, but not as entertaining as Bushee.",4
